"ListID","op"
"2019_Preston_STD",0.262657820149446
"2019_Preston_V1",0.116218589570387
"2019_Preston_V2",0.385768435561681
"2019_Preston_V3",0.520201359832636
"2019_Preston_W1",0.219607620775686
"2019_Preston_W2",0.380150022391401
"2019_Preston_W3",0.233520900321544
