Genotype	Trait	2019/Preston	Mean	CV (%)
Bison1	W3	4.09	4.09	.
Bison2	W3	2.54	2.54	.
Bison3	W3	1.61	1.61	.
Bison4	W3	0.74	0.74	.
Bison5	W3	5.78	5.78	.
BxN-RIL-346-1	W3	3.58	3.58	.
BxN-RIL-346-11	W3	2.17	2.17	.
BxN-RIL-346-13	W3	5.27	5.27	.
BxN-RIL-346-14	W3	2.17	2.17	.
BxN-RIL-346-16	W3	4.17	4.17	.
BxN-RIL-346-17	W3	1.78	1.78	.
BxN-RIL-346-18	W3	1.33	1.33	.
BxN-RIL-346-19	W3	1.96	1.96	.
BxN-RIL-346-2	W3	2.75	2.75	.
BxN-RIL-346-20	W3	3.4	3.4	.
BxN-RIL-346-21	W3	0.77	0.77	.
BxN-RIL-346-22	W3	5.73	5.73	.
BxN-RIL-346-23	W3	5.96	5.96	.
BxN-RIL-346-24	W3	7.97	7.97	.
BxN-RIL-346-25	W3	7.58	7.58	.
BxN-RIL-346-27	W3	4.7	4.7	.
BxN-RIL-346-28	W3	7.9	7.9	.
BxN-RIL-346-3	W3	6.58	6.58	.
BxN-RIL-346-5	W3	1.4	1.4	.
BxN-RIL-346-6	W3	1.77	1.77	.
BxN-RIL-346-7	W3	2.9	2.9	.
BxN-RIL-346-8	W3	4.97	4.97	.
BxN-RIL-346-9	W3	6.9	6.9	.
BxN-RIL-347-10	W3	4.43	4.43	.
BxN-RIL-347-11	W3	.	.	.
BxN-RIL-347-12	W3	2.43	2.43	.
BxN-RIL-347-13	W3	.	.	.
BxN-RIL-347-15	W3	4.02	4.02	.
BxN-RIL-347-16	W3	.	.	.
BxN-RIL-347-17	W3	2.4	2.4	.
BxN-RIL-347-18	W3	1.78	1.78	.
BxN-RIL-347-19	W3	2.84	2.84	.
BxN-RIL-347-2	W3	4.86	4.86	.
BxN-RIL-347-20	W3	.	.	.
BxN-RIL-347-21	W3	1.68	1.68	.
BxN-RIL-347-22	W3	2.96	2.96	.
BxN-RIL-347-23	W3	2.6	2.6	.
BxN-RIL-347-24	W3	3.84	3.84	.
BxN-RIL-347-3	W3	2.61	2.61	.
BxN-RIL-347-4	W3	6.88	6.88	.
BxN-RIL-347-5	W3	4.78	4.78	.
BxN-RIL-347-6	W3	2.4	2.4	.
BxN-RIL-347-7	W3	1.04	1.04	.
BxN-RIL-347-8	W3	4.4	4.4	.
BxN-RIL-347-9	W3	4.31	4.31	.
BxN-RIL-348-10	W3	5.96	5.96	.
BxN-RIL-348-11	W3	4.6	4.6	.
BxN-RIL-348-13	W3	5.86	5.86	.
BxN-RIL-348-14	W3	2.13	2.13	.
BxN-RIL-348-15	W3	4.54	4.54	.
BxN-RIL-348-16	W3	4.72	4.72	.
BxN-RIL-348-17	W3	2.1	2.1	.
BxN-RIL-348-18	W3	1.96	1.96	.
BxN-RIL-348-19	W3	3.75	3.75	.
BxN-RIL-348-2	W3	1.98	1.98	.
BxN-RIL-348-20	W3	4.78	4.78	.
BxN-RIL-348-21	W3	5.27	5.27	.
BxN-RIL-348-23	W3	7.58	7.58	.
BxN-RIL-348-24	W3	2.89	2.89	.
BxN-RIL-348-26	W3	2.98	2.98	.
BxN-RIL-348-3	W3	7.09	7.09	.
BxN-RIL-348-4	W3	2.02	2.02	.
BxN-RIL-348-5	W3	.	.	.
BxN-RIL-348-6	W3	2.9	2.9	.
BxN-RIL-348-7	W3	1.09	1.09	.
BxN-RIL-348-8	W3	5.51	5.51	.
BxN-RIL-348-9	W3	4.4	4.4	.
BxN-RIL-349-1	W3	2.04	2.04	.
BxN-RIL-349-10	W3	1.96	1.96	.
BxN-RIL-349-11	W3	5.96	5.96	.
BxN-RIL-349-12	W3	3.84	3.84	.
BxN-RIL-349-13	W3	.	.	.
BxN-RIL-349-16	W3	.	.	.
BxN-RIL-349-17	W3	1.68	1.68	.
BxN-RIL-349-18	W3	2.97	2.97	.
BxN-RIL-349-19	W3	4.68	4.68	.
BxN-RIL-349-2	W3	1.27	1.27	.
BxN-RIL-349-20	W3	2.98	2.98	.
BxN-RIL-349-21	W3	2.45	2.45	.
BxN-RIL-349-22	W3	1.56	1.56	.
BxN-RIL-349-23	W3	6.04	6.04	.
BxN-RIL-349-24	W3	5.96	5.96	.
BxN-RIL-349-4	W3	3.84	3.84	.
BxN-RIL-349-5	W3	2.84	2.84	.
BxN-RIL-349-6	W3	3.98	3.98	.
BxN-RIL-349-8	W3	2.02	2.02	.
BxN-RIL-349-9	W3	3.7	3.7	.
BxN-RIL-350-1	W3	4.4	4.4	.
BxN-RIL-350-10	W3	.	.	.
BxN-RIL-350-11	W3	3.78	3.78	.
BxN-RIL-350-12	W3	4.4	4.4	.
BxN-RIL-350-13	W3	7.9	7.9	.
BxN-RIL-350-14	W3	4.4	4.4	.
BxN-RIL-350-15	W3	1.45	1.45	.
BxN-RIL-350-16	W3	4.7	4.7	.
BxN-RIL-350-18	W3	6.54	6.54	.
BxN-RIL-350-19	W3	1.68	1.68	.
BxN-RIL-350-2	W3	2.64	2.64	.
BxN-RIL-350-20	W3	.	.	.
BxN-RIL-350-21	W3	3.49	3.49	.
BxN-RIL-350-22	W3	5.43	5.43	.
BxN-RIL-350-3	W3	3.4	3.4	.
BxN-RIL-350-5	W3	6.98	6.98	.
BxN-RIL-350-6	W3	6.98	6.98	.
BxN-RIL-350-7	W3	2.9	2.9	.
BxN-RIL-350-8	W3	7.16	7.16	.
BxN-RIL-351-1	W3	2.16	2.16	.
BxN-RIL-351-11	W3	3.64	3.64	.
BxN-RIL-351-12	W3	3.02	3.02	.
BxN-RIL-351-13	W3	1.61	1.61	.
BxN-RIL-351-14	W3	2.96	2.96	.
BxN-RIL-351-16	W3	5.61	5.61	.
BxN-RIL-351-18	W3	3.09	3.09	.
BxN-RIL-351-19	W3	7.25	7.25	.
BxN-RIL-351-2	W3	6.84	6.84	.
BxN-RIL-351-21	W3	5.78	5.78	.
BxN-RIL-351-22	W3	4.4	4.4	.
BxN-RIL-351-23	W3	6.16	6.16	.
BxN-RIL-351-24	W3	3.17	3.17	.
BxN-RIL-351-4	W3	4.6	4.6	.
BxN-RIL-351-5	W3	4.64	4.64	.
BxN-RIL-351-6	W3	.	.	.
BxN-RIL-351-8	W3	2.17	2.17	.
BxN-RIL-351-9	W3	4.84	4.84	.
BxN-RIL-352-1	W3	5.27	5.27	.
BxN-RIL-352-11	W3	8.96	8.96	.
BxN-RIL-352-12	W3	1.27	1.27	.
BxN-RIL-352-13	W3	1.25	1.25	.
BxN-RIL-352-14	W3	4.4	4.4	.
BxN-RIL-352-15	W3	4.88	4.88	.
BxN-RIL-352-16	W3	.	.	.
BxN-RIL-352-17	W3	3.4	3.4	.
BxN-RIL-352-18	W3	4.9	4.9	.
BxN-RIL-352-19	W3	4.43	4.43	.
BxN-RIL-352-2	W3	2.33	2.33	.
BxN-RIL-352-20	W3	8.05	8.05	.
BxN-RIL-352-22	W3	1.96	1.96	.
BxN-RIL-352-23	W3	4.89	4.89	.
BxN-RIL-352-24	W3	2.67	2.67	.
BxN-RIL-352-26	W3	4.84	4.84	.
BxN-RIL-352-27	W3	6.61	6.61	.
BxN-RIL-352-28	W3	1.4	1.4	.
BxN-RIL-352-5	W3	2.6	2.6	.
BxN-RIL-352-6	W3	4.31	4.31	.
BxN-RIL-352-9	W3	6.1	6.1	.
BxN-RIL-353-1	W3	3.33	3.33	.
BxN-RIL-353-10	W3	7.86	7.86	.
BxN-RIL-353-11	W3	3.97	3.97	.
BxN-RIL-353-12	W3	3.15	3.15	.
BxN-RIL-353-13	W3	1.09	1.09	.
BxN-RIL-353-14	W3	2.54	2.54	.
BxN-RIL-353-15	W3	1.56	1.56	.
BxN-RIL-353-16	W3	2.49	2.49	.
BxN-RIL-353-17	W3	4.96	4.96	.
BxN-RIL-353-18	W3	4.4	4.4	.
BxN-RIL-353-19	W3	5.02	5.02	.
BxN-RIL-353-2	W3	4.9	4.9	.
BxN-RIL-353-20	W3	7.96	7.96	.
BxN-RIL-353-22	W3	2.6	2.6	.
BxN-RIL-353-23	W3	2.45	2.45	.
BxN-RIL-353-25	W3	3.56	3.56	.
BxN-RIL-353-26	W3	3.96	3.96	.
BxN-RIL-353-3	W3	.	.	.
BxN-RIL-353-4	W3	.	.	.
BxN-RIL-353-5	W3	2.02	2.02	.
BxN-RIL-353-6	W3	2.4	2.4	.
BxN-RIL-353-7	W3	1.31	1.31	.
BxN-RIL-353-8	W3	3.23	3.23	.
BxN-RIL-353-9	W3	6.09	6.09	.
BxN-RIL-354-10	W3	4.84	4.84	.
BxN-RIL-354-11	W3	4.25	4.25	.
BxN-RIL-354-13	W3	7.57	7.57	.
BxN-RIL-354-14	W3	2.7	2.7	.
BxN-RIL-354-15	W3	.	.	.
BxN-RIL-354-16	W3	2.6	2.6	.
BxN-RIL-354-17	W3	2.98	2.98	.
BxN-RIL-354-18	W3	2.17	2.17	.
BxN-RIL-354-2	W3	1.09	1.09	.
BxN-RIL-354-20	W3	2.56	2.56	.
BxN-RIL-354-21	W3	4.12	4.12	.
BxN-RIL-354-23	W3	2.64	2.64	.
BxN-RIL-354-24	W3	5.9	5.9	.
BxN-RIL-354-26	W3	3.68	3.68	.
BxN-RIL-354-28	W3	2.75	2.75	.
BxN-RIL-354-29	W3	3.51	3.51	.
BxN-RIL-354-4	W3	2.09	2.09	.
BxN-RIL-354-5	W3	3.54	3.54	.
BxN-RIL-354-7	W3	3.02	3.02	.
BxN-RIL-354-8	W3	4.02	4.02	.
BxN-RIL-354-9	W3	0.64	0.64	.
BxN-RIL-355-1	W3	2.09	2.09	.
BxN-RIL-355-12	W3	4.88	4.88	.
BxN-RIL-355-13	W3	1.02	1.02	.
BxN-RIL-355-14	W3	2.72	2.72	.
BxN-RIL-355-15	W3	1.95	1.95	.
BxN-RIL-355-16	W3	8.61	8.61	.
BxN-RIL-355-17	W3	2.61	2.61	.
BxN-RIL-355-2	W3	2.02	2.02	.
BxN-RIL-355-20	W3	6.72	6.72	.
BxN-RIL-355-21	W3	4.84	4.84	.
BxN-RIL-355-22	W3	5.1	5.1	.
BxN-RIL-355-23	W3	3.04	3.04	.
BxN-RIL-355-26	W3	2.04	2.04	.
BxN-RIL-355-27	W3	1.04	1.04	.
BxN-RIL-355-3	W3	6.96	6.96	.
BxN-RIL-355-4	W3	3.77	3.77	.
BxN-RIL-355-5	W3	4.73	4.73	.
BxN-RIL-355-6	W3	0.68	0.68	.
BxN-RIL-355-7	W3	2.27	2.27	.
BxN-RIL-355-8	W3	1.67	1.67	.
BxN-RIL-355-9	W3	8.16	8.16	.
BxN-RIL-356-1	W3	1.45	1.45	.
BxN-RIL-356-10	W3	7.47	7.47	.
BxN-RIL-356-12	W3	1.51	1.51	.
BxN-RIL-356-13	W3	1.96	1.96	.
BxN-RIL-356-14	W3	3.75	3.75	.
BxN-RIL-356-15	W3	6.96	6.96	.
BxN-RIL-356-16	W3	3.04	3.04	.
BxN-RIL-356-17	W3	2.33	2.33	.
BxN-RIL-356-18	W3	5.77	5.77	.
BxN-RIL-356-19	W3	4.96	4.96	.
BxN-RIL-356-2	W3	2.84	2.84	.
BxN-RIL-356-20	W3	1.91	1.91	.
BxN-RIL-356-21	W3	4.4	4.4	.
BxN-RIL-356-22	W3	7.47	7.47	.
BxN-RIL-356-23	W3	4.09	4.09	.
BxN-RIL-356-3	W3	7.25	7.25	.
BxN-RIL-356-4	W3	4.74	4.74	.
BxN-RIL-356-5	W3	1.27	1.27	.
BxN-RIL-356-6	W3	7	7	.
BxN-RIL-356-7	W3	5.73	5.73	.
BxN-RIL-356-9	W3	.	.	.
BxN-RIL-357-1	W3	4.86	4.86	.
BxN-RIL-357-11	W3	1.84	1.84	.
BxN-RIL-357-12	W3	1.4	1.4	.
BxN-RIL-357-13	W3	.	.	.
BxN-RIL-357-15	W3	.	.	.
BxN-RIL-357-16	W3	.	.	.
BxN-RIL-357-18	W3	7.9	7.9	.
BxN-RIL-357-19	W3	0.09	0.09	.
BxN-RIL-357-2	W3	6.91	6.91	.
BxN-RIL-357-20	W3	4.51	4.51	.
BxN-RIL-357-21	W3	7	7	.
BxN-RIL-357-22	W3	0.7	0.7	.
BxN-RIL-357-23	W3	.	.	.
BxN-RIL-357-24	W3	2.27	2.27	.
BxN-RIL-357-25	W3	2.02	2.02	.
BxN-RIL-357-26	W3	6.4	6.4	.
BxN-RIL-357-27	W3	5.73	5.73	.
BxN-RIL-357-30	W3	2.61	2.61	.
BxN-RIL-357-31	W3	6.02	6.02	.
BxN-RIL-357-32	W3	1.33	1.33	.
BxN-RIL-357-4	W3	4.4	4.4	.
BxN-RIL-357-5	W3	4.56	4.56	.
BxN-RIL-357-7	W3	4.09	4.09	.
BxN-RIL-357-8	W3	1.75	1.75	.
BxN-RIL-357-9	W3	3.96	3.96	.
BxN-RIL-358-1	W3	2.75	2.75	.
BxN-RIL-358-10	W3	5.67	5.67	.
BxN-RIL-358-11	W3	1.75	1.75	.
BxN-RIL-358-12	W3	1.23	1.23	.
BxN-RIL-358-13	W3	5.45	5.45	.
BxN-RIL-358-14	W3	0.98	0.98	.
BxN-RIL-358-15	W3	0.84	0.84	.
BxN-RIL-358-19	W3	4.58	4.58	.
BxN-RIL-358-20	W3	2.09	2.09	.
BxN-RIL-358-21	W3	7.05	7.05	.
BxN-RIL-358-22	W3	4.43	4.43	.
BxN-RIL-358-23	W3	4.86	4.86	.
BxN-RIL-358-24	W3	1.86	1.86	.
BxN-RIL-358-25	W3	0.49	0.49	.
BxN-RIL-358-26	W3	7.64	7.64	.
BxN-RIL-358-27	W3	1.23	1.23	.
BxN-RIL-358-28	W3	2.86	2.86	.
BxN-RIL-358-29	W3	6.57	6.57	.
BxN-RIL-358-3	W3	5.4	5.4	.
BxN-RIL-358-30	W3	1.86	1.86	.
BxN-RIL-358-31	W3	0.84	0.84	.
BxN-RIL-358-4	W3	3.74	3.74	.
BxN-RIL-358-6	W3	3.45	3.45	.
BxN-RIL-358-9	W3	4.84	4.84	.
BxN-RIL-359-1	W3	0.98	0.98	.
BxN-RIL-359-10	W3	3.23	3.23	.
BxN-RIL-359-11	W3	4.74	4.74	.
BxN-RIL-359-12	W3	.	.	.
BxN-RIL-359-13	W3	5.96	5.96	.
BxN-RIL-359-14	W3	2.96	2.96	.
BxN-RIL-359-15	W3	2.6	2.6	.
BxN-RIL-359-16	W3	0.96	0.96	.
BxN-RIL-359-17	W3	6.57	6.57	.
BxN-RIL-359-18	W3	2.25	2.25	.
BxN-RIL-359-19	W3	1.09	1.09	.
BxN-RIL-359-2	W3	5.17	5.17	.
BxN-RIL-359-21	W3	3.02	3.02	.
BxN-RIL-359-22	W3	3.7	3.7	.
BxN-RIL-359-23	W3	.	.	.
BxN-RIL-359-24	W3	2.4	2.4	.
BxN-RIL-359-25	W3	7.16	7.16	.
BxN-RIL-359-26	W3	2.9	2.9	.
BxN-RIL-359-27	W3	4.9	4.9	.
BxN-RIL-359-28	W3	2.17	2.17	.
BxN-RIL-359-29	W3	5.13	5.13	.
BxN-RIL-359-30	W3	3.09	3.09	.
BxN-RIL-359-31	W3	5.7	5.7	.
BxN-RIL-359-4	W3	6.84	6.84	.
BxN-RIL-359-5	W3	5.05	5.05	.
BxN-RIL-359-6	W3	5.96	5.96	.
BxN-RIL-359-7	W3	.	.	.
BxN-RIL-359-8	W3	1.67	1.67	.
BxN-RIL-359-9	W3	2.9	2.9	.
BxN-RIL-360-1	W3	.	.	.
BxN-RIL-360-11	W3	3.96	3.96	.
BxN-RIL-360-12	W3	1.84	1.84	.
BxN-RIL-360-13	W3	2.12	2.12	.
BxN-RIL-360-14	W3	3.91	3.91	.
BxN-RIL-360-15	W3	1.98	1.98	.
BxN-RIL-360-16	W3	6.31	6.31	.
BxN-RIL-360-17	W3	1.96	1.96	.
BxN-RIL-360-18	W3	5	5	.
BxN-RIL-360-19	W3	1.6	1.6	.
BxN-RIL-360-2	W3	2.84	2.84	.
BxN-RIL-360-20	W3	3.64	3.64	.
BxN-RIL-360-21	W3	1.04	1.04	.
BxN-RIL-360-22	W3	3.78	3.78	.
BxN-RIL-360-23	W3	.	.	.
BxN-RIL-360-24	W3	.	.	.
BxN-RIL-360-25	W3	1.64	1.64	.
BxN-RIL-360-26	W3	8.05	8.05	.
BxN-RIL-360-27	W3	4.33	4.33	.
BxN-RIL-360-28	W3	2.12	2.12	.
BxN-RIL-360-29	W3	4.77	4.77	.
BxN-RIL-360-3	W3	2.88	2.88	.
BxN-RIL-360-30	W3	.	.	.
BxN-RIL-360-31	W3	3.4	3.4	.
BxN-RIL-360-32	W3	5.75	5.75	.
BxN-RIL-360-4	W3	7.53	7.53	.
BxN-RIL-360-5	W3	2.64	2.64	.
BxN-RIL-360-6	W3	1.02	1.02	.
BxN-RIL-360-7	W3	1.77	1.77	.
BxN-RIL-360-8	W3	1.96	1.96	.
Flanders	W3	2.02	2.02	.
NorLin	W3	2.04	2.04	.
Novelty	W3	4.02	4.02	.
Novelty1	W3	5.4	5.4	.
Novelty2	W3	6.05	6.05	.
Novelty3	W3	6.9	6.9	.
Novelty4	W3	8.34	8.34	.
Novelty5	W3	6	6	.
NxB-RIL-361-1	W3	6.1	6.1	.
NxB-RIL-361-10	W3	4.09	4.09	.
NxB-RIL-361-11	W3	6.53	6.53	.
NxB-RIL-361-12	W3	1.09	1.09	.
NxB-RIL-361-13	W3	2.56	2.56	.
NxB-RIL-361-14	W3	3.68	3.68	.
NxB-RIL-361-15	W3	2.05	2.05	.
NxB-RIL-361-16	W3	3.61	3.61	.
NxB-RIL-361-17	W3	3.53	3.53	.
NxB-RIL-361-18	W3	4.98	4.98	.
NxB-RIL-361-19	W3	6.09	6.09	.
NxB-RIL-361-2	W3	.	.	.
NxB-RIL-361-20	W3	5.96	5.96	.
NxB-RIL-361-21	W3	6.98	6.98	.
NxB-RIL-361-22	W3	2.67	2.67	.
NxB-RIL-361-23	W3	.	.	.
NxB-RIL-361-24	W3	0.15	0.15	.
NxB-RIL-361-25	W3	8.27	8.27	.
NxB-RIL-361-26	W3	2.1	2.1	.
NxB-RIL-361-27	W3	3.05	3.05	.
NxB-RIL-361-28	W3	4.4	4.4	.
NxB-RIL-361-3	W3	3.68	3.68	.
NxB-RIL-361-30	W3	3.02	3.02	.
NxB-RIL-361-31	W3	0.68	0.68	.
NxB-RIL-361-32	W3	9.15	9.15	.
NxB-RIL-361-33	W3	2.96	2.96	.
NxB-RIL-361-34	W3	4.17	4.17	.
NxB-RIL-361-4	W3	5.84	5.84	.
NxB-RIL-361-6	W3	3.9	3.9	.
NxB-RIL-361-7	W3	2.9	2.9	.
NxB-RIL-361-8	W3	1.47	1.47	.
NxB-RIL-361-9	W3	8.15	8.15	.
NxB-RIL-362-10	W3	5.96	5.96	.
NxB-RIL-362-11	W3	1.88	1.88	.
NxB-RIL-362-13	W3	1.86	1.86	.
NxB-RIL-362-14	W3	2.23	2.23	.
NxB-RIL-362-15	W3	6.04	6.04	.
NxB-RIL-362-16	W3	2.89	2.89	.
NxB-RIL-362-17	W3	4.16	4.16	.
NxB-RIL-362-18	W3	1.74	1.74	.
NxB-RIL-362-19	W3	7.12	7.12	.
NxB-RIL-362-2	W3	5.47	5.47	.
NxB-RIL-362-20	W3	3.84	3.84	.
NxB-RIL-362-21	W3	9.04	9.04	.
NxB-RIL-362-22	W3	1.96	1.96	.
NxB-RIL-362-26	W3	.	.	.
NxB-RIL-362-28	W3	3.84	3.84	.
NxB-RIL-362-3	W3	5.04	5.04	.
NxB-RIL-362-30	W3	4.96	4.96	.
NxB-RIL-362-31	W3	1.96	1.96	.
NxB-RIL-362-32	W3	7.09	7.09	.
NxB-RIL-362-33	W3	5.16	5.16	.
NxB-RIL-362-4	W3	8.95	8.95	.
NxB-RIL-362-5	W3	5.72	5.72	.
NxB-RIL-362-6	W3	4.13	4.13	.
NxB-RIL-362-8	W3	6.84	6.84	.
NxB-RIL-362-9	W3	5.97	5.97	.
NxB-RIL-363-1	W3	5.15	5.15	.
NxB-RIL-363-11	W3	1.49	1.49	.
NxB-RIL-363-12	W3	1.77	1.77	.
NxB-RIL-363-13	W3	6.64	6.64	.
NxB-RIL-363-14	W3	.	.	.
NxB-RIL-363-15	W3	1.84	1.84	.
NxB-RIL-363-16	W3	2.96	2.96	.
NxB-RIL-363-18	W3	1.17	1.17	.
NxB-RIL-363-19	W3	3.58	3.58	.
NxB-RIL-363-2	W3	10.15	10.15	.
NxB-RIL-363-20	W3	5.12	5.12	.
NxB-RIL-363-21	W3	6.68	6.68	.
NxB-RIL-363-24	W3	2.17	2.17	.
NxB-RIL-363-25	W3	6.04	6.04	.
NxB-RIL-363-26	W3	4.7	4.7	.
NxB-RIL-363-5	W3	2.4	2.4	.
NxB-RIL-363-6	W3	.	.	.
NxB-RIL-363-7	W3	6.09	6.09	.
NxB-RIL-363-8	W3	2.61	2.61	.
NxB-RIL-364-1	W3	4.64	4.64	.
NxB-RIL-364-10	W3	0.68	0.68	.
NxB-RIL-364-11	W3	7.75	7.75	.
NxB-RIL-364-12	W3	3.4	3.4	.
NxB-RIL-364-14	W3	8.27	8.27	.
NxB-RIL-364-15	W3	1.47	1.47	.
NxB-RIL-364-16	W3	2.4	2.4	.
NxB-RIL-364-17	W3	3.84	3.84	.
NxB-RIL-364-18	W3	4.67	4.67	.
NxB-RIL-364-19	W3	3.13	3.13	.
NxB-RIL-364-2	W3	2.96	2.96	.
NxB-RIL-364-20	W3	2.64	2.64	.
NxB-RIL-364-21	W3	4.02	4.02	.
NxB-RIL-364-23	W3	6.47	6.47	.
NxB-RIL-364-24	W3	3.75	3.75	.
NxB-RIL-364-25	W3	2.72	2.72	.
NxB-RIL-364-26	W3	1.68	1.68	.
NxB-RIL-364-3	W3	2.96	2.96	.
NxB-RIL-364-4	W3	2.89	2.89	.
NxB-RIL-364-5	W3	6.02	6.02	.
NxB-RIL-364-6	W3	.	.	.
NxB-RIL-364-7	W3	1.74	1.74	.
NxB-RIL-364-8	W3	5.7	5.7	.
NxB-RIL-364-9	W3	8.25	8.25	.
NxB-RIL-365-1	W3	6.02	6.02	.
NxB-RIL-365-10	W3	4.4	4.4	.
NxB-RIL-365-11	W3	.	.	.
NxB-RIL-365-12	W3	1.96	1.96	.
NxB-RIL-365-13	W3	4.13	4.13	.
NxB-RIL-365-14	W3	3.02	3.02	.
NxB-RIL-365-16	W3	5.34	5.34	.
NxB-RIL-365-17	W3	2.7	2.7	.
NxB-RIL-365-18	W3	3.84	3.84	.
NxB-RIL-365-2	W3	1.96	1.96	.
NxB-RIL-365-20	W3	2.4	2.4	.
NxB-RIL-365-21	W3	5.09	5.09	.
NxB-RIL-365-22	W3	1.58	1.58	.
NxB-RIL-365-23	W3	3.86	3.86	.
NxB-RIL-365-24	W3	1.9	1.9	.
NxB-RIL-365-25	W3	1.17	1.17	.
NxB-RIL-365-26	W3	.	.	.
NxB-RIL-365-27	W3	4.89	4.89	.
NxB-RIL-365-28	W3	6.84	6.84	.
NxB-RIL-365-3	W3	2.17	2.17	.
NxB-RIL-365-5	W3	3.84	3.84	.
NxB-RIL-365-6	W3	3.6	3.6	.
NxB-RIL-365-7	W3	6.1	6.1	.
NxB-RIL-365-8	W3	3.96	3.96	.
NxB-RIL-365-9	W3	2.02	2.02	.
NxB-RIL-366-1	W3	4.61	4.61	.
NxB-RIL-366-10	W3	3.02	3.02	.
NxB-RIL-366-11	W3	1.53	1.53	.
NxB-RIL-366-12	W3	4.64	4.64	.
NxB-RIL-366-13	W3	2.05	2.05	.
NxB-RIL-366-15	W3	2.75	2.75	.
NxB-RIL-366-16	W3	4.4	4.4	.
NxB-RIL-366-17	W3	4.64	4.64	.
NxB-RIL-366-18	W3	7.02	7.02	.
NxB-RIL-366-2	W3	1.13	1.13	.
NxB-RIL-366-21	W3	5.02	5.02	.
NxB-RIL-366-22	W3	4.91	4.91	.
NxB-RIL-366-23	W3	3.4	3.4	.
NxB-RIL-366-24	W3	2.77	2.77	.
NxB-RIL-366-25	W3	0.88	0.88	.
NxB-RIL-366-26	W3	6.9	6.9	.
NxB-RIL-366-3	W3	1.84	1.84	.
NxB-RIL-366-5	W3	7.15	7.15	.
NxB-RIL-366-6	W3	2.17	2.17	.
NxB-RIL-366-7	W3	2.89	2.89	.
NxB-RIL-366-8	W3	1.91	1.91	.
NxB-RIL-366-9	W3	2.96	2.96	.
NxB-RIL-367-1	W3	2.33	2.33	.
NxB-RIL-367-10	W3	6.98	6.98	.
NxB-RIL-367-11	W3	8.91	8.91	.
NxB-RIL-367-12	W3	3.17	3.17	.
NxB-RIL-367-13	W3	2.68	2.68	.
NxB-RIL-367-14	W3	7.4	7.4	.
NxB-RIL-367-15	W3	5.12	5.12	.
NxB-RIL-367-16	W3	1.05	1.05	.
NxB-RIL-367-17	W3	3.49	3.49	.
NxB-RIL-367-18	W3	4.9	4.9	.
NxB-RIL-367-19	W3	3.33	3.33	.
NxB-RIL-367-2	W3	2.96	2.96	.
NxB-RIL-367-20	W3	1.61	1.61	.
NxB-RIL-367-21	W3	4.02	4.02	.
NxB-RIL-367-22	W3	0.05	0.05	.
NxB-RIL-367-23	W3	1.74	1.74	.
NxB-RIL-367-24	W3	2.33	2.33	.
NxB-RIL-367-25	W3	0.84	0.84	.
NxB-RIL-367-3	W3	4.17	4.17	.
NxB-RIL-367-5	W3	2.33	2.33	.
NxB-RIL-367-6	W3	3.33	3.33	.
NxB-RIL-367-7	W3	4.02	4.02	.
NxB-RIL-367-9	W3	2.4	2.4	.
NxB-RIL-368-1	W3	.	.	.
NxB-RIL-368-12	W3	1.23	1.23	.
NxB-RIL-368-13	W3	4.84	4.84	.
NxB-RIL-368-15	W3	3.09	3.09	.
NxB-RIL-368-16	W3	5.84	5.84	.
NxB-RIL-368-17	W3	1.84	1.84	.
NxB-RIL-368-18	W3	6.54	6.54	.
NxB-RIL-368-19	W3	.	.	.
NxB-RIL-368-20	W3	7	7	.
NxB-RIL-368-21	W3	5.09	5.09	.
NxB-RIL-368-22	W3	5.97	5.97	.
NxB-RIL-368-23	W3	4.4	4.4	.
NxB-RIL-368-24	W3	.	.	.
NxB-RIL-368-25	W3	5.02	5.02	.
NxB-RIL-368-26	W3	.	.	.
NxB-RIL-368-27	W3	4.15	4.15	.
NxB-RIL-368-28	W3	1.34	1.34	.
NxB-RIL-368-29	W3	1.75	1.75	.
NxB-RIL-368-3	W3	4.51	4.51	.
NxB-RIL-368-4	W3	2.04	2.04	.
NxB-RIL-368-5	W3	2.04	2.04	.
NxB-RIL-368-6	W3	5.05	5.05	.
NxB-RIL-368-8	W3	1.67	1.67	.
NxB-RIL-368-9	W3	1.84	1.84	.
NxB-RIL-369-1	W3	.	.	.
NxB-RIL-369-10	W3	2.6	2.6	.
NxB-RIL-369-11	W3	6.64	6.64	.
NxB-RIL-369-12	W3	.	.	.
NxB-RIL-369-13	W3	2.33	2.33	.
NxB-RIL-369-14	W3	4.4	4.4	.
NxB-RIL-369-15	W3	5.54	5.54	.
NxB-RIL-369-16	W3	0.7	0.7	.
NxB-RIL-369-19	W3	7.02	7.02	.
NxB-RIL-369-20	W3	2.02	2.02	.
NxB-RIL-369-21	W3	.	.	.
NxB-RIL-369-22	W3	4.27	4.27	.
NxB-RIL-369-23	W3	1.4	1.4	.
NxB-RIL-369-25	W3	1.7	1.7	.
NxB-RIL-369-26	W3	3.27	3.27	.
NxB-RIL-369-27	W3	2.45	2.45	.
NxB-RIL-369-28	W3	7.97	7.97	.
NxB-RIL-369-3	W3	3.89	3.89	.
NxB-RIL-369-4	W3	4.95	4.95	.
NxB-RIL-369-5	W3	.	.	.
NxB-RIL-369-6	W3	6.57	6.57	.
NxB-RIL-369-7	W3	3.84	3.84	.
